posa_continent;user_location_country;user_location_region;user_location_city;user_id;is_mobile;is_package;channel;srch_ci;srch_co;srch_adults_cnt;srch_children_cnt;srch_rm_cnt;srch_destination_id;srch_destination_type_id;is_booking
2;3;64;9448;2451;0;0;4;04.02.2015;05.02.2015;2;0;1;8746;1;0
2;3;64;9448;2451;0;0;4;04.02.2015;05.02.2015;2;0;1;65035;6;0
2;3;64;9448;2451;0;0;4;04.02.2015;05.02.2015;2;0;1;65035;6;0
2;3;64;9448;2451;0;0;4;09.02.2015;10.02.2015;2;0;1;65035;6;0
2;3;64;9448;2451;0;0;4;04.02.2015;05.02.2015;2;0;1;65035;6;1
2;3;64;9448;2451;0;0;4;04.02.2015;05.02.2015;2;0;1;18492;6;0
2;3;64;9448;2451;0;0;4;04.02.2015;05.02.2015;2;0;1;18492;6;0
2;3;64;9448;2451;0;0;4;04.02.2015;05.02.2015;2;0;1;18492;6;0
2;3;64;9448;2451;0;0;4;04.02.2015;05.02.2015;2;0;1;18492;6;0
2;3;64;9448;2451;0;0;4;04.02.2015;05.02.2015;2;0;1;18492;6;0
2;3;64;9448;2451;0;0;4;09.02.2015;10.02.2015;2;0;1;18492;6;0
